PROD_CODE,PROD_CODE_10,PACKAGING,CARBON_FOOTPRINT,HAZARDOUS_MATERIAL,RECYCLABLE
PRD0900099,CL00007,1,10,2,3
PRD0900180,CL00136,1,10,1,1
PRD0900278,CL00219,3,4,1,2
PRD0900330,CL00039,1,5,1,2
PRD0900357,CL00231,3,3,2,2
PRD0900411,CL00067,2,4,1,1
PRD0900469,CL00163,2,4,1,1
PRD0900557,CL00157,2,6,1,3
PRD0900566,CL00097,3,10,2,3
PRD0900573,CL00198,3,7,2,1
PRD0900578,CL00079,2,9,2,2
PRD0900703,CL00023,2,3,1,2
PRD0900715,CL00098,1,3,1,1
PRD0900734,CL00162,3,8,2,3
PRD0900794,CL00122,3,2,1,2
PRD0900798,CL00110,1,2,2,2
PRD0900843,CL00146,1,7,2,2
PRD0900858,CL00021,2,8,2,1
PRD0900993,CL00154,2,10,1,3
PRD0901136,CL00156,3,3,2,2
PRD0901141,CL00159,2,2,2,1
PRD0901142,CL00207,2,9,2,1
PRD0901242,CL00070,1,4,1,2
PRD0901262,CL00163,3,7,2,2
PRD0901293,CL00220,1,8,1,1
PRD0901310,CL00229,1,5,1,3
PRD0901350,CL00068,2,1,2,3
PRD0901393,CL00079,1,3,1,1
PRD0901394,CL00113,2,1,2,1
PRD0901432,CL00007,2,2,2,1
PRD0901443,CL00165,2,10,1,1
PRD0901481,CL00020,1,5,1,3
PRD0901489,CL00067,3,5,1,2
PRD0901544,CL00140,2,9,2,3
PRD0901619,CL00058,3,2,1,1
PRD0901717,CL00073,2,5,2,2
PRD0901779,CL00198,3,6,1,2
PRD0901786,CL00069,3,10,1,1
PRD0901792,CL00120,2,9,2,3
PRD0901825,CL00129,1,3,2,3
PRD0901869,CL00076,1,8,1,3
PRD0901912,CL00008,1,9,2,3
PRD0901991,CL00064,1,8,2,1
PRD0902012,CL00076,3,9,1,2
PRD0902049,CL00164,3,10,2,1
PRD0902111,CL00219,1,2,2,3
PRD0902118,CL00049,1,9,2,3
PRD0902250,CL00199,2,3,1,1
PRD0902286,CL00070,2,6,2,2
PRD0902443,CL00016,3,7,1,1
PRD0902519,CL00163,3,2,1,1
PRD0902572,CL00218,1,8,2,1
PRD0902591,CL00198,2,2,2,3
PRD0902592,CL00150,3,4,2,2
PRD0902648,CL00111,3,1,1,1
PRD0902677,CL00160,2,6,1,3
PRD0902856,CL00068,3,5,1,1
PRD0902867,CL00144,2,3,1,1
PRD0902912,CL00156,3,1,1,1
PRD0902917,CL00006,1,2,2,2
PRD0903057,CL00063,3,4,1,3
PRD0903101,CL00075,1,7,1,2
PRD0903306,CL00022,2,1,2,1
PRD0903348,CL00163,2,1,1,1
PRD0903351,CL00005,3,8,2,3
PRD0903377,CL00086,2,8,1,1
PRD0903586,CL00068,3,7,2,2
PRD0903615,CL00188,3,3,2,2
PRD0903697,CL00152,2,1,2,2
PRD0903730,CL00127,1,1,2,1
PRD0903734,CL00063,2,3,2,3
PRD0903746,CL00086,2,5,2,3
PRD0903751,CL00195,1,1,2,3
PRD0903964,CL00073,2,1,2,3
PRD0904127,CL00199,1,3,1,3
PRD0904155,CL00163,3,1,2,1
PRD0904167,CL00201,1,3,1,2
PRD0904169,CL00207,3,4,1,1
PRD0904182,CL00008,3,1,1,1
PRD0904241,CL00164,3,1,1,1
PRD0904281,CL00045,3,5,1,3
PRD0904303,CL00129,1,8,2,3
PRD0904317,CL00067,2,6,2,2
PRD0904472,CL00161,2,3,2,3
PRD0904473,CL00160,1,6,2,2
PRD0904516,CL00201,2,1,2,2
PRD0904529,CL00051,2,9,1,3
PRD0904614,CL00073,1,6,1,2
PRD0904624,CL00103,3,2,1,2
PRD0904647,CL00097,2,6,2,1
PRD0904660,CL00161,2,2,2,3
PRD0904728,CL00205,2,9,2,1
PRD0904770,CL00160,3,5,2,2
PRD0904803,CL00160,3,1,2,3
PRD0904806,CL00073,1,6,2,3
PRD0904836,CL00043,2,1,1,1
PRD0904840,CL00152,3,4,2,3
PRD0904869,CL00169,2,6,1,2
PRD0904914,CL00212,2,3,1,1
PRD0904947,CL00034,2,9,2,1
PRD0902746,CL00150,3,10,2,3
PRD0900723,CL00049,1,2,2,3
PRD0901498,CL00198,1,1,2,1
PRD0900189,CL00073,3,5,2,1
PRD0904366,CL00079,1,7,1,1
PRD0900966,CL00219,2,6,2,2
PRD0902492,CL00002,2,4,1,2
PRD0904501,CL00002,3,2,1,3
PRD0900033,CL00201,3,8,1,1
PRD0900040,CL00096,1,4,2,3
PRD0900043,CL00148,3,1,1,2
PRD0900076,CL00152,3,9,1,1
PRD0900104,CL00111,1,8,2,2
PRD0900166,CL00088,2,1,2,2
PRD0900212,CL00044,3,3,1,3
PRD0900277,CL00203,1,5,2,3
PRD0900349,CL00157,3,9,2,1
PRD0900351,CL00206,3,9,1,3
PRD0900354,CL00140,1,3,2,3
PRD0900384,CL00111,3,9,2,1
PRD0900392,CL00045,3,10,2,1
PRD0900398,CL00113,1,10,2,1
PRD0900414,CL00199,3,6,2,1
PRD0900421,CL00129,1,2,2,3
PRD0900473,CL00205,3,7,1,3
PRD0900485,CL00067,2,9,2,1
PRD0900494,CL00023,2,2,1,1
PRD0900508,CL00229,3,8,1,3
PRD0900660,CL00140,1,10,2,2
PRD0900690,CL00207,1,10,2,2
PRD0900719,CL00049,2,3,2,1
PRD0900760,CL00069,1,8,1,2
PRD0900773,CL00142,1,3,2,2
PRD0900829,CL00212,1,7,1,1
PRD0900845,CL00207,2,10,2,3
PRD0900863,CL00026,2,6,2,1
PRD0900888,CL00140,1,10,2,1
PRD0900951,CL00079,2,7,1,3
PRD0900964,CL00208,2,7,2,3
PRD0901024,CL00205,2,9,1,2
PRD0901087,CL00205,3,1,2,3
PRD0901109,CL00208,1,2,2,2
PRD0901146,CL00198,2,3,2,2
PRD0901152,CL00140,3,10,1,1
PRD0901163,CL00073,3,2,2,3
PRD0901166,CL00205,1,3,2,2
PRD0901170,CL00155,2,1,2,1
PRD0901178,CL00089,3,4,1,2
PRD0901191,CL00135,2,6,1,1
PRD0901196,CL00234,1,10,2,3
PRD0901226,CL00233,1,9,2,1
PRD0901312,CL00170,1,10,2,1
PRD0901345,CL00075,2,7,2,3
PRD0901407,CL00148,3,9,2,2
PRD0901419,CL00065,3,3,1,1
PRD0901421,CL00015,1,9,1,2
PRD0901478,CL00010,1,10,1,1
PRD0901488,CL00140,3,2,1,1
PRD0901577,CL00001,2,3,2,1
PRD0901597,CL00075,2,4,2,1
PRD0901599,CL00154,1,7,1,2
PRD0901628,CL00128,1,4,2,3
PRD0901676,CL00061,1,1,1,3
PRD0901689,CL00235,3,7,1,2
PRD0901726,CL00206,3,2,2,2
PRD0901809,CL00154,3,10,1,3
PRD0901855,CL00229,1,5,1,1
PRD0901874,CL00085,2,4,2,3
PRD0901918,CL00161,3,7,1,1
PRD0901919,CL00110,2,3,2,2
PRD0901972,CL00207,2,3,1,2
PRD0901974,CL00106,3,3,1,1
PRD0901994,CL00145,2,7,1,3
PRD0902026,CL00156,1,6,2,1
PRD0902041,CL00013,3,9,2,2
PRD0902047,CL00142,3,5,1,3
PRD0902058,CL00103,3,7,2,3
PRD0902067,CL00204,1,1,2,2
PRD0902082,CL00107,2,10,2,2
PRD0902144,CL00136,3,5,2,2
PRD0902147,CL00152,2,10,1,2
PRD0902184,CL00136,1,2,2,3
PRD0902196,CL00198,1,6,1,3
PRD0902221,CL00155,1,7,1,3
PRD0902314,CL00153,2,3,2,1
PRD0902351,CL00140,3,5,2,2
PRD0902381,CL00140,1,2,1,3
PRD0902424,CL00128,3,8,1,3
PRD0902430,CL00163,2,1,1,3
PRD0902459,CL00070,2,4,2,3
PRD0902471,CL00212,3,5,2,1
PRD0902514,CL00124,3,10,1,1
PRD0902556,CL00013,1,8,1,2
PRD0902602,CL00195,2,7,1,3
PRD0902610,CL00140,1,4,2,2
PRD0902629,CL00142,3,1,1,3
PRD0902675,CL00073,3,2,2,2
PRD0902693,CL00136,1,2,2,1
PRD0902694,CL00154,1,8,2,2
PRD0902732,CL00142,2,1,2,2
PRD0902773,CL00067,3,10,2,1
PRD0902777,CL00203,1,3,2,1
PRD0902878,CL00116,2,3,2,3
PRD0902892,CL00007,3,6,2,1
PRD0902909,CL00024,2,6,1,2
PRD0902953,CL00092,3,9,1,1
PRD0902957,CL00198,2,6,1,2
PRD0902960,CL00103,2,9,1,1
PRD0902969,CL00074,1,5,2,1
PRD0903009,CL00116,1,9,1,1
PRD0903034,CL00142,2,9,2,3
PRD0903047,CL00092,1,10,1,3
PRD0903083,CL00049,1,9,2,3
PRD0903089,CL00111,2,10,1,1
PRD0903125,CL00105,2,1,1,3
PRD0903154,CL00160,3,9,1,2
PRD0903195,CL00073,2,7,2,1
PRD0903244,CL00197,3,3,1,2
PRD0903247,CL00130,1,8,1,1
PRD0903287,CL00093,3,8,2,3
PRD0903336,CL00074,1,4,1,3
PRD0903369,CL00121,2,4,2,3
PRD0903428,CL00207,3,9,2,3
PRD0903443,CL00148,2,7,2,3
PRD0903489,CL00059,3,8,2,3
PRD0903492,CL00070,2,5,1,1
PRD0903512,CL00147,3,5,1,3
PRD0903530,CL00209,2,5,1,1
PRD0903565,CL00148,2,9,2,1
PRD0903598,CL00163,2,2,2,1
PRD0903611,CL00074,2,5,2,2
PRD0903696,CL00041,3,9,2,3
PRD0903718,CL00207,1,6,1,3
PRD0903738,CL00050,2,3,1,2
PRD0903740,CL00207,3,7,2,1
PRD0903743,CL00189,3,9,2,3
PRD0903769,CL00163,3,4,2,3
PRD0903776,CL00079,2,5,1,2
PRD0903810,CL00096,2,4,2,2
PRD0903821,CL00020,3,1,1,2
PRD0903917,CL00123,3,5,2,2
PRD0903936,CL00155,1,1,2,2
PRD0904004,CL00017,3,9,2,1
PRD0904104,CL00061,2,10,2,2
PRD0904163,CL00140,3,2,2,2
PRD0904171,CL00156,2,7,2,1
PRD0904176,CL00027,2,9,2,2
PRD0904190,CL00128,1,1,2,2
PRD0904192,CL00007,2,6,2,2
PRD0904234,CL00148,2,1,2,2
PRD0904371,CL00068,2,10,2,3
PRD0904388,CL00160,1,4,2,2
PRD0904441,CL00002,2,6,2,2
PRD0904459,CL00083,3,8,2,1
PRD0904513,CL00238,3,5,2,1
PRD0904598,CL00083,3,5,2,3
PRD0904617,CL00116,2,7,2,1
PRD0904635,CL00159,1,2,1,3
PRD0904639,CL00006,2,8,1,3
PRD0904707,CL00126,3,10,2,1
PRD0904743,CL00070,2,6,2,3
PRD0904791,CL00017,3,10,2,2
PRD0904845,CL00070,2,2,2,3
PRD0904848,CL00124,2,8,2,1
PRD0904866,CL00075,1,1,2,1
PRD0904890,CL00203,2,7,2,1
PRD0904922,CL00070,2,1,2,1
PRD0904925,CL00070,2,7,2,2
PRD0904945,CL00001,2,5,2,1
PRD0904966,CL00179,3,4,2,2
PRD0904971,CL00067,3,3,2,2
PRD0904977,CL00074,1,7,1,3
PRD0901332,CL00196,3,4,2,2
PRD0902131,CL00050,1,4,1,2
PRD0900643,CL00148,2,9,2,1
PRD0900616,CL00089,1,3,2,3
PRD0904491,CL00056,1,5,1,2
PRD0903462,CL00076,2,6,1,2
PRD0904197,CL00074,2,4,2,3
PRD0904560,CL00091,1,1,1,1
PRD0904590,CL00091,1,3,1,1
PRD0901336,CL00079,2,8,1,2
PRD0901494,CL00079,3,9,1,1
PRD0902328,CL00073,2,9,1,2
PRD0902805,CL00147,3,2,2,3
PRD0903371,CL00092,3,5,2,2
PRD0903038,CL00092,2,10,1,1
PRD0904578,CL00025,3,4,1,2
PRD0904872,CL00162,3,2,2,1
PRD0902181,CL00049,1,1,1,3
PRD0902596,CL00140,3,2,1,2
PRD0904422,CL00008,2,6,2,3
PRD0904729,CL00209,1,1,1,3
PRD0901321,CL00197,3,10,1,3
PRD0902441,CL00207,2,5,1,2
PRD0904582,CL00006,1,7,1,3
PRD0900441,CL00207,3,3,1,3
PRD0902632,CL00001,1,5,2,1
PRD0902820,CL00187,1,1,1,1
PRD0904656,CL00076,2,1,2,3
PRD0900832,CL00150,2,9,2,1
PRD0900906,CL00204,1,5,2,3
PRD0901020,CL00049,2,10,2,2
PRD0901057,CL00073,3,10,2,3
PRD0901219,CL00160,2,7,2,2
PRD0901841,CL00045,1,8,2,1
PRD0902378,CL00040,1,4,2,3
PRD0902585,CL00041,2,3,1,1
PRD0903199,CL00076,1,2,2,1
PRD0903499,CL00041,2,4,2,1
PRD0903545,CL00023,3,8,1,2
PRD0903567,CL00038,3,1,2,1
PRD0903789,CL00079,3,10,2,3
PRD0904050,CL00075,3,4,2,2
PRD0904191,CL00150,1,8,2,1
PRD0904289,CL00198,1,7,2,2
PRD0904549,CL00076,2,3,2,1
PRD0900452,CL00058,2,8,2,1
PRD0900029,CL00162,3,3,1,1
PRD0900036,CL00129,1,9,2,3
PRD0900087,CL00138,2,9,2,1
PRD0900092,CL00138,1,5,1,3
PRD0900118,CL00157,1,8,2,2
PRD0900134,CL00098,2,4,2,2
PRD0900158,CL00042,2,10,2,3
PRD0900220,CL00051,2,2,2,1
PRD0900229,CL00156,1,2,1,2
PRD0900265,CL00163,1,6,2,3
PRD0900366,CL00098,3,3,1,3
PRD0900368,CL00213,3,2,1,3
PRD0900373,CL00026,2,6,1,3
PRD0900382,CL00235,2,4,2,2
PRD0900423,CL00095,3,3,1,3
PRD0900538,CL00208,3,6,1,1
PRD0900577,CL00140,1,1,2,1
PRD0900696,CL00207,2,3,1,3
PRD0900705,CL00088,3,5,2,1
PRD0900717,CL00146,3,8,1,2
PRD0900749,CL00153,2,9,2,3
PRD0900761,CL00070,1,8,2,3
PRD0900804,CL00089,3,5,2,1
PRD0900844,CL00099,3,8,2,1
PRD0900922,CL00058,2,5,1,1
PRD0900927,CL00069,1,7,1,2
PRD0900938,CL00070,2,3,2,1
PRD0900963,CL00248,2,4,2,3
PRD0900978,CL00070,1,4,1,3
PRD0900999,CL00077,3,5,1,3
PRD0901039,CL00145,1,1,2,3
PRD0901049,CL00163,3,4,2,2
PRD0901062,CL00096,2,1,2,2
PRD0901095,CL00207,3,1,2,3
PRD0901099,CL00131,3,7,1,1
PRD0901119,CL00083,2,1,2,3
PRD0901189,CL00053,3,3,2,2
PRD0901232,CL00042,3,7,1,2
PRD0901263,CL00129,3,10,2,3
PRD0901295,CL00163,3,6,1,2
PRD0901302,CL00198,1,3,2,1
PRD0901338,CL00079,3,1,1,1
PRD0901410,CL00074,3,3,2,1
PRD0901422,CL00037,1,5,1,1
PRD0901445,CL00195,1,2,2,3
PRD0901480,CL00044,3,10,2,1
PRD0901490,CL00073,3,10,1,1
PRD0901502,CL00105,1,6,2,1
PRD0901519,CL00132,3,2,2,1
PRD0901525,CL00067,3,4,2,1
PRD0901558,CL00163,1,5,2,2
PRD0901586,CL00116,1,4,1,3
PRD0901600,CL00079,1,6,2,2
PRD0901626,CL00079,1,7,2,2
PRD0901636,CL00067,3,4,1,1
PRD0901666,CL00131,1,8,2,1
PRD0901692,CL00145,2,4,1,2
PRD0901700,CL00201,1,9,1,3
PRD0901727,CL00059,2,8,2,1
PRD0901742,CL00198,3,2,1,1
PRD0901755,CL00202,1,9,2,2
PRD0901861,CL00001,1,1,1,1
PRD0901872,CL00020,2,6,2,2
PRD0901885,CL00149,1,1,2,3
PRD0901938,CL00070,2,5,1,1
PRD0902087,CL00020,3,5,1,1
PRD0902134,CL00010,1,2,1,2
PRD0902138,CL00065,3,7,1,2
PRD0902164,CL00145,2,9,2,2
PRD0902212,CL00008,2,6,2,1
PRD0902243,CL00129,3,4,1,1
PRD0902247,CL00159,2,10,2,1
PRD0902266,CL00113,3,2,2,3
PRD0902274,CL00140,2,3,1,2
PRD0902283,CL00140,3,7,2,1
PRD0902347,CL00163,1,8,2,2
PRD0902355,CL00163,2,6,2,2
PRD0902426,CL00198,1,8,2,2
PRD0902438,CL00111,1,3,2,1
PRD0902478,CL00086,1,1,1,1
PRD0902535,CL00075,1,10,1,1
PRD0902583,CL00198,3,5,1,2
PRD0902586,CL00142,3,8,2,2
PRD0902599,CL00045,3,8,2,1
PRD0902686,CL00067,1,7,1,1
PRD0902690,CL00067,1,6,2,2
PRD0902706,CL00070,1,1,1,2
PRD0902868,CL00163,1,2,2,3
PRD0902881,CL00147,1,2,2,2
PRD0902887,CL00128,2,5,1,1
PRD0902943,CL00142,3,7,1,1
PRD0902975,CL00093,1,8,1,2
PRD0902976,CL00075,3,6,2,2
PRD0903013,CL00142,3,4,2,2
PRD0903098,CL00079,1,2,1,2
PRD0903218,CL00214,1,4,1,2
PRD0903241,CL00103,1,1,1,1
PRD0903248,CL00092,3,2,1,3
PRD0903266,CL00069,1,6,2,3
PRD0903296,CL00205,2,1,2,2
PRD0903387,CL00214,3,5,2,3
PRD0903408,CL00070,1,4,1,3
PRD0903424,CL00224,1,3,1,1
PRD0903441,CL00002,3,9,2,2
PRD0903452,CL00007,3,9,2,2
PRD0903474,CL00237,1,1,1,3
PRD0903560,CL00075,2,5,1,1
PRD0903589,CL00096,3,1,1,2
PRD0903636,CL00007,1,1,2,2
PRD0903722,CL00051,2,6,2,3
PRD0903733,CL00110,3,3,2,3
PRD0903745,CL00077,1,8,2,2
PRD0903771,CL00149,2,3,2,1
PRD0903773,CL00159,2,2,1,2
PRD0903804,CL00209,3,1,2,1
PRD0903862,CL00102,2,2,2,1
PRD0903887,CL00155,2,4,2,3
PRD0903928,CL00212,2,7,2,3
PRD0903948,CL00129,2,9,1,1
PRD0904027,CL00134,2,7,1,3
PRD0904028,CL00207,2,7,1,1
PRD0904042,CL00142,2,8,2,1
PRD0904097,CL00157,3,8,1,3
PRD0904101,CL00042,3,8,2,1
PRD0904164,CL00190,1,3,1,3
PRD0904180,CL00135,2,6,1,3
PRD0904217,CL00069,3,2,2,3
PRD0904294,CL00100,1,7,2,3
PRD0904379,CL00003,1,6,1,1
PRD0904397,CL00160,1,5,2,3
PRD0904468,CL00133,3,4,1,1
PRD0904492,CL00205,3,3,1,3
PRD0904565,CL00116,2,8,1,1
PRD0904575,CL00169,3,8,1,3
PRD0904597,CL00131,3,6,2,3
PRD0904674,CL00067,1,8,2,3
PRD0904709,CL00198,1,2,1,3
PRD0904715,CL00046,1,8,1,3
PRD0904736,CL00197,2,10,2,1
PRD0904739,CL00149,3,2,2,1
PRD0904748,CL00142,1,2,2,2
PRD0904785,CL00067,2,5,1,1
PRD0904786,CL00163,2,9,2,3
PRD0904805,CL00098,3,10,1,2
PRD0904818,CL00075,2,8,2,3
PRD0904870,CL00155,1,10,2,2
PRD0904916,CL00153,1,1,2,2
PRD0904936,CL00160,2,1,1,3
PRD0904965,CL00070,1,5,2,2
PRD0901796,CL00218,3,8,1,3
PRD0904408,CL00025,2,10,2,2
PRD0903699,CL00034,1,8,2,3
PRD0901154,CL00209,2,6,2,2
PRD0903905,CL00185,1,5,2,3
PRD0901174,CL00185,2,1,2,1
PRD0901804,CL00046,3,2,2,1
PRD0900045,CL00075,1,3,2,3
PRD0901122,CL00005,1,10,2,1
PRD0904043,CL00147,1,8,2,1
PRD0904901,CL00092,1,4,1,3
PRD0901898,CL00079,1,7,1,1
PRD0902864,CL00037,1,6,1,3
PRD0900257,CL00079,3,9,2,2
PRD0904938,CL00060,3,1,2,2
PRD0900141,CL00197,2,6,2,1
PRD0900394,CL00073,2,2,1,1
PRD0901764,CL00073,2,10,1,2
PRD0902884,CL00212,1,2,1,1
PRD0900149,CL00025,2,5,1,2
PRD0900185,CL00043,3,1,2,3
PRD0900332,CL00164,3,1,1,1
PRD0900355,CL00129,2,3,1,1
PRD0900393,CL00197,3,6,2,3
PRD0900417,CL00199,1,2,1,3
PRD0900449,CL00051,2,1,1,2
PRD0900491,CL00103,1,3,1,1
PRD0900524,CL00104,1,3,1,2
PRD0900535,CL00219,3,8,1,1
PRD0900596,CL00199,1,8,2,2
PRD0900636,CL00245,2,2,2,1
PRD0900639,CL00069,3,5,2,1
PRD0900665,CL00111,1,6,1,2
PRD0900739,CL00047,1,10,2,2
PRD0900771,CL00127,2,1,1,2
PRD0900960,CL00183,2,8,2,2
PRD0900984,CL00140,1,6,2,2
PRD0901033,CL00198,3,4,2,3
PRD0901238,CL00053,1,4,2,1
PRD0901288,CL00141,1,8,1,2
PRD0901344,CL00206,1,8,2,2
PRD0901501,CL00075,3,6,2,1
PRD0901504,CL00145,1,6,2,1
PRD0901556,CL00111,3,6,2,2
PRD0901561,CL00150,3,6,1,2
PRD0901707,CL00140,1,9,2,1
PRD0901757,CL00161,1,4,2,2
PRD0901775,CL00035,3,5,2,1
PRD0901815,CL00195,1,5,1,1
PRD0901831,CL00179,2,6,2,3
PRD0901850,CL00162,1,8,2,1
PRD0901950,CL00185,1,8,1,2
PRD0901951,CL00101,2,8,2,3
PRD0901977,CL00198,1,2,1,1
PRD0901985,CL00083,2,7,1,3
PRD0902015,CL00134,3,8,1,1
PRD0902036,CL00127,1,10,2,1
PRD0902066,CL00229,3,6,1,3
PRD0902122,CL00128,2,8,2,1
PRD0902151,CL00152,2,2,1,1
PRD0902253,CL00005,3,4,2,1
PRD0902331,CL00122,1,10,1,2
PRD0902405,CL00150,2,6,1,2
PRD0902437,CL00079,2,6,2,2
PRD0902517,CL00151,1,6,2,2
PRD0902541,CL00004,3,7,1,1
PRD0902603,CL00110,3,9,2,2
PRD0902782,CL00063,3,6,2,1
PRD0902784,CL00140,1,2,2,3
PRD0902855,CL00148,1,9,1,3
PRD0902919,CL00098,2,2,2,3
PRD0903050,CL00155,2,6,1,3
PRD0903135,CL00198,1,3,2,2
PRD0903260,CL00140,2,2,1,2
PRD0903284,CL00185,1,2,1,3
PRD0903415,CL00025,3,10,2,1
PRD0903505,CL00140,2,2,2,2
PRD0903506,CL00046,2,7,2,3
PRD0903528,CL00104,3,4,1,3
PRD0903536,CL00111,3,2,1,1
PRD0903539,CL00198,3,1,2,2
PRD0903549,CL00179,2,9,2,3
PRD0903710,CL00140,2,5,2,2
PRD0903757,CL00046,1,1,1,3
PRD0903768,CL00077,3,6,1,2
PRD0903770,CL00163,2,9,2,1
PRD0903845,CL00079,1,6,1,2
PRD0903890,CL00073,2,4,2,3
PRD0903968,CL00074,1,5,2,2
PRD0904095,CL00060,2,9,1,1
PRD0904121,CL00003,3,4,1,1
PRD0904130,CL00108,1,10,2,3
PRD0904160,CL00161,3,6,2,2
PRD0904202,CL00199,3,9,1,2
PRD0904225,CL00145,2,4,2,3
PRD0904236,CL00050,1,2,2,1
PRD0904272,CL00197,1,8,1,2
PRD0904346,CL00151,1,10,1,1
PRD0904376,CL00156,2,2,2,2
PRD0904391,CL00148,3,9,1,2
PRD0904450,CL00156,3,8,1,1
PRD0904480,CL00103,3,8,1,1
PRD0904500,CL00063,1,3,1,3
PRD0904514,CL00163,1,7,2,1
PRD0904530,CL00084,1,6,2,1
PRD0904540,CL00103,1,5,2,2
PRD0904552,CL00079,2,5,2,1
PRD0904576,CL00129,1,1,1,1
PRD0904650,CL00074,2,5,2,2
PRD0904662,CL00121,1,2,1,2
PRD0904724,CL00202,1,1,2,3
PRD0904727,CL00215,1,4,2,1
PRD0904754,CL00067,3,10,2,3
PRD0904802,CL00212,1,10,2,1
PRD0904903,CL00149,3,10,2,2
PRD0903252,CL00052,3,10,2,1
PRD0903654,CL00089,1,7,2,3
PRD0901138,CL00152,1,8,2,1
PRD0903133,CL00078,3,2,2,1
PRD0901888,CL00073,3,3,1,3
PRD0901543,CL00151,2,8,1,2
PRD0903735,CL00046,3,9,2,1
PRD0904292,CL00046,3,8,1,1
PRD0903449,CL00131,2,9,1,3
PRD0902507,CL00198,2,8,2,3
PRD0900726,CL00116,1,6,1,1
PRD0901723,CL00160,2,2,1,1
PRD0902213,CL00160,2,8,2,3
PRD0904568,CL00079,1,10,2,2
PRD0900038,CL00086,3,8,2,2
PRD0900122,CL00133,2,6,2,3
PRD0900140,CL00113,2,10,2,3
PRD0900190,CL00159,1,2,1,2
PRD0900279,CL00096,1,1,1,3
PRD0900321,CL00070,2,10,2,1
PRD0900336,CL00006,3,10,2,1
PRD0900363,CL00138,2,8,2,1
PRD0900482,CL00108,3,10,2,3
PRD0900492,CL00143,1,2,1,2
PRD0900543,CL00006,3,4,2,3
PRD0900559,CL00139,1,4,2,1
PRD0900597,CL00205,3,10,1,1
PRD0900644,CL00116,2,4,2,3
PRD0900714,CL00055,1,9,1,1
PRD0900737,CL00135,2,3,1,3
PRD0900769,CL00036,2,1,2,1
PRD0900835,CL00121,3,9,1,2
PRD0900840,CL00069,3,5,2,1
PRD0900886,CL00101,1,2,2,3
PRD0900939,CL00151,2,9,1,3
PRD0901005,CL00079,3,10,2,1
PRD0901014,CL00020,3,3,2,2
PRD0901053,CL00069,3,8,2,2
PRD0901074,CL00116,1,8,2,3
PRD0901139,CL00128,2,3,1,3
PRD0901208,CL00155,3,6,1,1
PRD0901296,CL00208,3,8,2,3
PRD0901406,CL00103,3,6,1,3
PRD0901430,CL00212,3,7,1,2
PRD0901492,CL00202,3,2,2,3
PRD0901528,CL00197,3,6,2,2
PRD0901622,CL00199,1,7,1,2
PRD0901641,CL00117,1,3,1,2
PRD0901642,CL00116,3,5,1,3
PRD0901684,CL00128,1,1,2,3
PRD0901687,CL00204,3,2,1,3
PRD0901745,CL00020,3,2,2,2
PRD0901765,CL00007,3,5,1,1
PRD0901771,CL00079,3,10,1,3
PRD0901808,CL00110,3,4,2,1
PRD0901834,CL00073,2,10,2,1
PRD0901860,CL00067,1,6,1,3
PRD0901892,CL00239,1,6,1,2
PRD0902079,CL00083,1,2,1,2
PRD0902103,CL00067,2,3,2,3
PRD0902120,CL00079,1,5,2,3
PRD0902175,CL00152,1,4,2,3
PRD0902304,CL00129,1,8,1,1
PRD0902310,CL00070,3,9,1,3
PRD0902357,CL00081,3,5,1,1
PRD0902406,CL00108,1,1,2,3
PRD0902408,CL00155,2,2,2,3
PRD0902423,CL00031,2,8,2,3
PRD0902525,CL00202,2,7,1,2
PRD0902611,CL00241,2,10,1,1
PRD0902652,CL00152,3,4,2,3
PRD0902672,CL00075,1,1,1,2
PRD0902701,CL00079,1,10,2,2
PRD0902742,CL00142,2,2,2,2
PRD0902809,CL00212,1,8,2,2
PRD0902908,CL00070,3,6,2,2
PRD0902925,CL00230,1,5,2,3
PRD0902927,CL00077,3,1,1,3
PRD0902934,CL00007,3,4,2,1
PRD0902951,CL00075,2,1,1,1
PRD0902964,CL00129,3,9,2,1
PRD0902965,CL00212,1,1,1,3
PRD0903171,CL00067,1,8,2,3
PRD0903179,CL00009,2,4,1,1
PRD0903186,CL00036,2,4,1,3
PRD0903192,CL00036,3,8,1,2
PRD0903196,CL00129,1,7,2,3
PRD0903206,CL00160,3,8,1,3
PRD0903256,CL00063,1,9,2,2
PRD0903259,CL00110,2,1,2,3
PRD0903286,CL00079,3,10,2,1
PRD0903308,CL00101,2,2,1,1
PRD0903386,CL00205,3,2,1,2
PRD0903402,CL00039,2,7,1,2
PRD0903423,CL00002,3,7,1,2
PRD0903465,CL00073,1,6,1,3
PRD0903582,CL00036,3,2,1,1
PRD0903605,CL00163,1,10,2,3
PRD0903690,CL00145,1,6,2,1
PRD0903691,CL00061,3,4,1,1
PRD0903695,CL00129,1,1,1,1
PRD0903723,CL00203,2,3,2,2
PRD0903814,CL00067,2,5,2,3
PRD0903839,CL00198,1,7,2,3
PRD0903860,CL00161,1,5,1,1
PRD0903876,CL00041,1,10,2,2
PRD0904000,CL00103,2,5,1,2
PRD0904009,CL00199,1,9,2,2
PRD0904016,CL00110,3,7,2,1
PRD0904060,CL00155,3,3,1,2
PRD0904144,CL00136,2,9,2,1
PRD0904360,CL00103,1,4,1,1
PRD0904373,CL00143,1,5,2,3
PRD0904385,CL00123,1,2,1,3
